networkType,batteryLevel,isCharging,updateSizeMb,usageFrequency,isCriticalUpdate,shouldUpdate
2,0.486,1,221.65,0.905,1,1
1,0.204,0,338.7,0.274,0,0
1,0.604,0,117.01,0.304,0,0
2,0.095,0,756.27,0.681,0,0
2,0.671,0,270.35,0.294,0,1
2,0.478,0,656.93,0.424,0,0
2,0.271,0,227.72,0.888,1,1
2,0.711,0,340.49,0.791,0,1
0,0.363,0,110.7,0.502,0,0
1,0.544,0,25.11,0.893,0,1
2,0.436,0,166.79,0.337,0,1
2,0.521,0,317.66,0.384,0,1
1,0.353,0,300.28,0.248,0,0
2,0.812,0,218.64,0.492,0,0
2,0.668,0,223.8,0.349,0,1
2,0.72,0,284.21,0.236,0,1
1,0.568,0,183.65,0.464,0,0
2,0.798,1,678.26,0.855,1,0
2,0.542,0,228.4,0.307,0,1
2,0.693,0,265.69,0.23,0,1
1,0.23,1,125.32,0.799,1,0
2,0.584,0,635.14,0.135,0,0
1,0.65,0,183.48,0.258,1,0
2,0.755,1,354.03,0.893,0,1
2,0.448,1,38.81,0.958,0,1
1,0.172,1,104.34,0.33,1,1
2,0.264,1,72.53,0.209,1,1
2,0.868,1,162.9,0.824,1,1
2,0.618,0,94.28,0.665,0,1
2,0.425,0,298.28,0.359,0,1
1,0.428,1,88.26,0.267,0,1
1,0.59,0,130.59,0.497,0,0
1,0.438,1,293.37,0.274,0,0
2,0.315,0,372.19,0.344,0,1
2,0.12,0,658.01,0.176,0,0
1,0.367,1,339.73,0.67,0,0
2,0.3,1,132.91,0.215,0,1
0,0.443,0,143.12,0.107,0,0
1,0.405,0,311.99,0.879,0,0
2,0.682,0,98.97,0.421,0,1
1,0.392,1,227.46,0.391,0,0
2,0.671,1,299.35,0.432,0,0
1,0.617,1,145.89,0.261,0,1
2,0.543,1,338.09,0.676,1,1
1,0.752,0,70.22,0.649,0,0
2,0.867,0,377.94,0.245,0,1
2,0.75,1,186.09,0.583,0,1
1,0.249,0,435.69,0.081,0,0
1,0.858,0,117.85,0.67,0,0
2,0.406,1,434.2,0.862,0,1
2,0.59,1,372.89,0.646,0,1
1,0.36,1,238.21,0.684,0,0
2,0.597,0,397.07,0.275,0,1
2,0.478,0,174.01,0.13,0,1
2,0.62,0,621.25,0.427,0,0
2,0.739,0,229.92,0.362,0,1
2,0.196,0,188.85,0.834,0,0
2,0.656,0,694.13,0.553,0,0
2,0.719,0,228.51,0.345,1,1
0,0.32,0,17.58,0.612,1,0
1,0.58,0,76.86,0.567,0,0
2,0.293,1,314.51,0.436,0,1
2,0.817,0,248.69,0.311,0,1
2,0.768,0,62.25,0.237,0,1
2,0.726,0,584.76,0.608,0,0
0,0.588,1,455.35,0.122,1,0
2,0.751,0,116.06,0.337,0,1
2,0.344,1,442.59,0.461,0,1
2,0.657,0,368.65,0.375,0,1
1,0.58,0,329.41,0.085,0,1
2,0.799,0,719.05,0.52,0,0
2,0.585,1,287.28,0.784,0,1
2,0.757,0,362.18,0.122,1,1
1,0.838,0,268.92,0.521,0,0
2,0.909,0,462.93,0.458,0,0
1,0.55,0,258.3,0.86,0,0
2,0.501,0,201.34,0.715,0,1
2,0.748,0,109.57,0.289,0,1
0,0.801,1,312.64,0.575,0,0
2,0.51,0,657.78,0.534,0,0
2,0.46,0,768.18,0.476,0,0
2,0.809,1,480.45,0.491,0,1
2,0.694,0,176.14,0.632,0,1
1,0.913,0,85.85,0.027,0,0
1,0.647,0,109.15,0.421,0,0
2,0.57,0,154.22,0.473,0,1
1,0.52,0,17.91,0.576,0,1
1,0.677,0,75.48,0.607,0,0
0,0.633,0,111.08,0.485,0,0
2,0.241,1,68.71,0.96,0,1
1,0.343,0,168.51,0.442,0,0
2,0.378,1,306.62,0.83,0,1
1,0.296,0,97.3,0.354,0,0
2,0.922,0,367.45,0.249,0,1
1,0.46,0,304.15,0.728,0,0
1,0.781,0,298.87,0.37,0,0
0,0.659,0,385.77,0.47,1,0
2,0.181,0,571.56,0.588,1,1
2,0.553,0,403.45,0.695,1,1
2,0.281,1,389.26,0.215,0,1
1,0.765,1,53.73,0.852,0,1
0,0.611,0,462.63,0.211,0,0
2,0.482,1,443.88,0.839,1,1
2,0.37,1,275.55,0.717,0,1
2,0.799,0,316.47,0.829,0,1
2,0.418,1,724.02,0.351,0,0
2,0.589,1,363.65,0.279,0,1
0,0.434,0,573.04,0.554,0,0
2,0.615,0,223.82,0.216,1,1
2,0.821,0,467.01,0.582,0,0
2,0.76,1,450.42,0.501,0,1
1,0.658,1,187.09,0.741,0,1
1,0.91,0,109.87,0.673,0,1
1,0.117,0,321.46,0.235,0,0
2,0.569,0,592.7,0.506,0,0
2,0.585,1,299.56,0.457,0,1
1,0.887,1,77.35,0.496,0,1
2,0.355,0,361.46,0.917,0,1
0,0.691,1,430.08,0.347,0,0
1,0.353,0,393.76,0.607,0,0
1,0.173,0,86.6,0.525,0,1
2,0.963,0,647.1,0.448,0,0
2,0.455,0,142.2,0.161,0,1
2,0.519,0,125.86,0.609,0,1
2,0.459,0,335.47,0.604,0,1
2,0.408,0,57.5,0.142,1,1
2,0.931,0,372.6,0.56,0,1
2,0.071,0,155.66,0.614,0,1
2,0.546,1,797.45,0.827,0,0
2,0.705,1,199.69,0.669,1,1
2,0.665,0,423.3,0.602,0,1
1,0.704,0,199.84,0.078,1,0
2,0.317,0,564.54,0.203,0,0
0,0.471,1,239.6,0.297,0,0
0,0.266,1,49.5,0.276,1,0
2,0.426,1,248.44,0.378,0,1
2,0.23,0,413.43,0.754,0,0
2,0.734,0,666.92,0.301,0,0
2,0.502,0,178.05,0.516,0,1
2,0.605,0,468.07,0.49,1,1
2,0.615,0,121.64,0.338,0,1
1,0.647,0,158.33,0.511,0,0
1,0.701,0,333.69,0.301,0,0
2,0.842,1,244.61,0.873,1,1
2,0.787,0,793.9,0.834,0,0
1,0.913,1,379.7,0.23,1,0
2,0.335,0,830.8,0.563,0,0
2,0.138,1,161.91,0.513,0,1
0,0.711,0,92.32,0.482,0,0
1,0.541,0,390.61,0.646,1,0
1,0.635,1,298.48,0.212,1,1
0,0.664,0,610.07,0.752,0,0
1,0.917,0,45.4,0.143,0,1
2,0.258,0,158.68,0.247,0,0
0,0.281,0,355.15,0.157,0,0
2,0.502,0,549.41,0.126,0,0
2,0.131,0,500.6,0.586,0,0
2,0.281,0,639.16,0.289,0,0
1,0.3,0,207.92,0.314,0,1
1,0.408,0,259.37,0.696,0,0
0,0.588,1,562.73,0.558,0,0
2,0.428,1,597.29,0.789,0,1
1,0.511,1,288.62,0.632,0,0
2,0.369,0,51.97,0.323,0,1
2,0.878,1,524.86,0.503,0,1
2,0.428,0,340.86,0.906,0,1
2,0.472,0,194.11,0.875,1,1
2,0.716,1,292.88,0.306,0,1
2,0.726,0,204.66,0.774,1,1
2,0.507,0,408.57,0.208,0,1
2,0.324,0,574.53,0.547,0,0
2,0.6,0,74.32,0.409,0,1
1,0.518,0,80.39,0.367,0,0
1,0.11,0,86.67,0.054,0,0
2,0.449,0,86.34,0.564,0,1
1,0.405,0,272.87,0.439,0,0
0,0.055,0,258.27,0.417,0,0
1,0.382,1,440.81,0.366,1,0
1,0.638,1,94.51,0.853,0,1
0,0.823,0,674.27,0.121,0,0
2,0.378,1,206.41,0.068,0,1
2,0.484,0,249.34,0.269,0,1
1,0.407,0,369.15,0.233,0,0
2,0.521,1,345.51,0.665,1,1
2,0.796,0,693.78,0.695,0,0
1,0.38,0,5.85,0.901,0,1
1,0.473,1,31.44,0.646,1,1
1,0.625,0,153.92,0.471,0,1
1,0.146,1,217.88,0.389,0,0
2,0.837,1,671.13,0.636,0,1
2,0.767,1,691.52,0.471,0,1
2,0.127,1,209.76,0.329,0,1
1,0.355,1,281.63,0.153,1,0
2,0.882,1,710.38,0.614,0,0
2,0.638,0,275.87,0.168,1,1
1,0.247,1,137.59,0.371,0,0
1,0.497,0,19.69,0.785,0,1
2,0.314,0,327.2,0.496,0,1
2,0.704,1,488.3,0.098,0,1
1,0.415,0,52.14,0.372,0,0
2,0.816,0,217.0,0.292,1,1
2,0.857,0,329.33,0.721,0,1
1,0.78,0,308.89,0.657,0,0
2,0.439,0,344.77,0.315,0,1
2,0.287,0,310.35,0.305,0,0
2,0.752,0,201.84,0.882,1,1
2,0.708,1,86.44,0.318,0,1
2,0.682,0,279.96,0.258,0,1
1,0.751,1,91.34,0.851,1,1
2,0.441,0,153.52,0.459,0,1
1,0.729,0,266.19,0.484,0,0
2,0.799,0,569.73,0.419,0,0
2,0.428,0,179.88,0.931,0,1
2,0.794,0,468.75,0.394,0,0
2,0.407,1,245.45,0.169,1,1
2,0.376,0,84.58,0.797,1,1
1,0.491,0,276.13,0.018,0,0
0,0.136,0,196.21,0.63,0,0
0,0.415,0,283.33,0.433,0,0
2,0.5,0,380.54,0.332,0,1
1,0.759,1,270.75,0.759,0,0
2,0.858,0,416.6,0.536,0,1
2,0.739,0,827.01,0.394,0,0
2,0.665,0,129.51,0.261,0,1
2,0.492,0,660.6,0.211,0,0
1,0.558,1,5.73,0.234,0,1
2,0.219,1,228.18,0.488,0,1
2,0.491,0,698.77,0.295,0,0
2,0.303,1,274.27,0.628,1,1
1,0.705,0,406.49,0.473,0,0
1,0.231,0,420.79,0.87,1,0
2,0.913,1,390.08,0.202,0,1
1,0.355,1,62.56,0.919,0,1
2,0.606,0,539.23,0.416,0,0
1,0.53,0,77.72,0.093,0,0
1,0.597,1,93.04,0.722,0,0
2,0.405,0,457.16,0.477,0,0
2,0.967,1,272.39,0.738,0,1
2,0.422,1,249.82,0.006,0,1
2,0.664,1,388.83,0.59,0,1
2,0.226,1,304.76,0.886,0,1
1,0.553,0,40.98,0.571,0,1
2,0.565,1,171.75,0.846,1,1
1,0.481,0,72.55,0.564,0,0
1,0.313,0,439.98,0.606,1,0
1,0.345,0,70.38,0.876,0,0
1,0.343,1,274.47,0.454,0,0
2,0.297,1,95.66,0.597,0,1
1,0.878,1,382.32,0.331,1,0
2,0.841,0,848.96,0.751,0,0
0,0.708,0,107.97,0.754,0,0
1,0.199,1,380.1,0.642,0,0
2,0.496,0,343.88,0.737,0,1
2,0.338,0,96.96,0.196,0,1
2,0.862,0,360.93,0.033,1,1
2,0.357,0,347.68,0.085,0,1
2,0.724,1,130.22,0.433,0,1
1,0.232,0,73.26,0.053,0,0
1,0.865,0,259.63,0.784,0,0
2,0.571,1,590.7,0.749,0,1
2,0.837,0,204.92,0.264,0,1
1,0.165,1,108.76,0.749,0,0
2,0.805,0,191.17,0.169,0,1
2,0.432,1,684.89,0.981,0,1
2,0.483,0,537.02,0.43,0,0
1,0.717,0,275.22,0.552,0,0
2,0.596,1,99.62,0.646,0,1
1,0.463,0,348.03,0.136,1,0
2,0.264,1,313.34,0.357,0,1
1,0.642,0,307.02,0.455,0,0
2,0.095,1,498.65,0.824,0,1
1,0.619,0,249.12,0.15,0,0
2,0.238,0,172.75,0.575,1,1
2,0.21,0,368.74,0.111,0,0
2,0.923,1,531.81,0.446,0,1
2,0.787,1,110.42,0.261,0,1
2,0.737,0,61.5,0.184,0,1
2,0.25,1,488.18,0.441,0,1
1,0.595,0,113.49,0.753,0,1
0,0.524,0,2.95,0.414,0,0
2,0.673,0,178.46,0.448,0,1
0,0.923,0,599.36,0.443,1,0
1,0.65,0,313.98,0.19,0,0
2,0.348,0,252.45,0.921,0,1
2,0.809,0,473.77,0.604,0,0
2,0.681,0,607.89,0.231,0,0
1,0.531,1,363.76,0.553,0,0
2,0.646,0,790.76,0.391,0,0
0,0.79,0,156.09,0.545,0,0
2,0.762,0,164.64,0.39,1,1
2,0.435,0,297.56,0.451,1,0
1,0.902,1,102.05,0.278,0,1
1,0.987,0,136.03,0.43,0,0
1,0.633,1,205.64,0.849,1,1
2,0.321,0,688.69,0.743,0,0
2,0.713,0,282.99,0.395,0,1
1,0.436,0,84.31,0.369,0,0
2,0.588,1,394.61,0.657,0,1
2,0.834,1,478.62,0.704,0,1
1,0.916,0,462.22,0.677,1,0
2,0.466,0,703.26,0.231,0,0
2,0.591,1,110.59,0.303,0,1
1,0.398,0,291.36,0.52,0,0
2,0.476,0,295.02,0.34,0,1
2,0.498,1,414.35,0.952,0,0
1,0.458,0,297.63,0.513,0,0
1,0.67,1,94.81,0.823,1,1
2,0.22,0,142.25,0.226,1,1
2,0.027,1,258.3,0.484,1,1
0,0.545,0,516.67,0.27,0,0
2,0.352,0,48.46,0.63,0,1
1,0.388,0,194.77,0.097,1,0
2,0.879,0,693.2,0.634,0,0
1,0.554,1,360.87,0.416,1,0
1,0.737,1,191.26,0.307,1,1
0,0.83,0,477.75,0.508,1,0
2,0.802,1,152.65,0.522,0,1
2,0.721,1,155.18,0.938,0,1
0,0.58,1,696.13,0.517,0,0
2,0.298,1,156.64,0.797,0,1
0,0.517,0,456.26,0.598,0,0
2,0.739,0,347.17,0.308,0,1
2,0.598,0,618.52,0.367,0,0
2,0.354,1,286.3,0.458,0,1
0,0.418,0,439.85,0.759,1,0
2,0.436,0,489.24,0.611,0,0
2,0.532,0,471.51,0.825,0,1
1,0.804,0,163.8,0.205,0,0
2,0.391,1,175.82,0.3,1,1
2,0.841,0,754.56,0.423,0,0
2,0.177,0,411.32,0.935,0,0
2,0.311,0,326.57,0.814,0,1
2,0.764,0,226.26,0.234,1,1
2,0.864,1,79.32,0.67,1,1
0,0.397,0,414.62,0.481,0,0
2,0.438,1,279.06,0.061,0,1
2,0.439,0,481.95,0.699,1,1
1,0.838,1,363.03,0.718,1,0
2,0.387,1,133.53,0.564,1,1
0,0.665,0,128.32,0.226,1,0
2,0.872,0,286.11,0.479,1,1
2,0.172,0,92.8,0.386,0,1
1,0.65,0,31.9,0.231,0,1
2,0.374,0,310.06,0.33,0,1
2,0.649,0,128.27,0.342,0,1
2,0.731,0,359.6,0.261,0,1
2,0.753,0,150.37,0.749,1,1
2,0.447,1,618.54,0.416,0,1
1,0.67,0,159.51,0.758,0,0
0,0.419,0,79.65,0.594,0,0
1,0.171,1,330.54,0.482,1,0
2,0.645,1,453.98,0.633,0,1
2,0.801,1,411.04,0.678,0,1
1,0.133,0,77.7,0.379,0,1
1,0.382,0,89.59,0.028,0,0
2,0.524,1,450.55,0.39,0,1
2,0.598,0,467.83,0.413,0,0
2,0.199,0,421.44,0.246,0,0
1,0.141,0,75.45,0.821,0,0
2,0.502,1,172.3,0.838,0,0
1,0.509,0,118.88,0.468,1,1
1,0.337,0,50.25,0.679,0,0
1,0.584,1,242.84,0.439,0,0
2,0.459,1,217.06,0.088,0,1
1,0.714,0,155.64,0.096,0,0
0,0.639,0,114.15,0.485,0,0
1,0.17,0,161.4,0.492,0,0
1,0.688,0,250.96,0.173,0,0
2,0.402,0,265.33,0.756,0,1
2,0.233,1,305.04,0.109,0,1
2,0.933,0,130.05,0.564,0,1
2,0.865,0,518.78,0.103,0,0
2,0.52,0,374.43,0.684,0,1
1,0.395,0,107.83,0.405,0,0
2,0.261,0,45.31,0.831,1,1
0,0.308,0,63.23,0.053,0,0
2,0.245,0,621.48,0.873,1,1
2,0.565,1,758.99,0.205,1,1
2,0.556,0,543.84,0.792,1,1
1,0.508,0,348.85,0.394,0,0
1,0.417,0,42.24,0.554,0,0
1,0.138,0,350.78,0.717,0,0
2,0.694,0,621.26,0.406,0,0
0,0.487,0,686.88,0.361,0,0
2,0.363,0,615.95,0.223,0,0
2,0.846,0,561.14,0.389,0,0
2,0.54,0,229.11,0.369,0,1
1,0.662,0,198.83,0.258,1,0
2,0.281,0,347.16,0.84,0,0
2,0.691,1,188.4,0.685,0,1
1,0.744,1,240.84,0.133,0,0
2,0.801,0,563.96,0.633,0,0
2,0.8,0,376.87,0.826,0,1
1,0.227,1,195.21,0.841,0,1
2,0.529,0,630.73,0.658,0,0
2,0.072,1,586.56,0.312,0,1
0,0.842,0,206.58,0.313,0,0
2,0.713,0,249.55,0.853,1,0
2,0.42,0,609.25,0.117,1,1
1,0.704,1,46.91,0.326,0,1
2,0.858,1,404.29,0.387,0,1
2,0.636,1,80.47,0.724,0,1
1,0.674,0,254.71,0.376,1,0
2,0.648,1,313.19,0.074,0,1
2,0.916,0,257.12,0.837,0,1
2,0.473,1,616.86,0.014,0,1
2,0.631,1,235.62,0.065,0,1
2,0.459,0,173.61,0.961,0,1
2,0.661,0,421.96,0.747,0,1
2,0.605,0,136.73,0.75,0,1
1,0.317,0,99.71,0.425,0,0
2,0.575,0,366.63,0.787,1,0
2,0.771,0,401.46,0.382,0,0
1,0.401,0,225.76,0.568,0,0
2,0.734,0,563.5,0.835,0,1
1,0.762,0,244.71,0.335,0,1
2,0.108,0,204.31,0.911,1,1
2,0.939,1,280.01,0.775,0,1
1,0.591,0,182.84,0.559,0,0
0,0.183,1,398.98,0.251,0,0
2,0.972,1,247.5,0.584,0,1
2,0.754,1,114.74,0.573,0,1
2,0.765,0,372.71,0.183,0,1
1,0.395,0,314.05,0.663,0,0
1,0.972,0,145.18,0.45,0,0
2,0.314,1,521.52,0.373,0,1
2,0.569,0,238.72,0.479,0,1
2,0.629,0,615.69,0.943,0,0
0,0.934,0,490.76,0.448,0,0
1,0.529,1,148.99,0.248,1,1
2,0.16,0,642.55,0.318,0,0
1,0.663,0,335.8,0.274,0,0
2,0.133,0,347.44,0.146,1,1
1,0.216,0,45.45,0.486,0,0
1,0.719,1,65.99,0.327,0,1
1,0.132,0,446.38,0.104,0,0
2,0.809,1,449.23,0.382,0,1
2,0.166,0,122.93,0.508,1,1
2,0.34,0,727.49,0.345,0,0
2,0.735,0,490.26,0.337,0,1
2,0.461,1,93.89,0.192,1,1
2,0.846,0,250.22,0.62,0,1
2,0.652,1,555.76,0.074,0,1
1,0.422,1,233.93,0.48,0,0
0,0.651,0,580.08,0.189,1,0
1,0.878,1,250.28,0.33,0,0
0,0.209,0,4.93,0.812,1,0
1,0.279,1,162.51,0.634,0,0
2,0.213,0,79.86,0.386,0,0
2,0.259,0,13.12,0.551,0,0
1,0.805,1,83.16,0.213,1,1
2,0.398,0,248.99,0.461,0,1
2,0.895,0,182.43,0.441,0,1
2,0.694,0,85.59,0.368,0,1
2,0.534,0,422.96,0.358,0,1
1,0.89,1,133.73,0.912,0,1
2,0.256,1,131.53,0.587,0,1
2,0.645,0,240.98,0.751,0,1
2,0.747,1,146.99,0.877,0,1
2,0.446,0,127.0,0.564,0,1
2,0.75,1,107.15,0.584,0,1
1,0.673,1,212.15,0.192,0,1
1,0.609,0,94.76,0.328,0,0
2,0.761,1,392.29,0.855,0,1
1,0.743,0,100.75,0.276,0,0
1,0.728,1,185.82,0.284,0,1
2,0.685,0,633.82,0.599,0,0
1,0.601,0,177.19,0.651,0,0
2,0.704,0,498.08,0.616,0,0
1,0.776,1,448.41,0.241,0,0
2,0.406,1,177.6,0.037,1,1
2,0.392,0,686.72,0.418,0,0
2,0.889,0,434.57,0.08,0,1
0,0.28,0,311.85,0.518,0,0
1,0.123,1,381.0,0.178,0,0
0,0.554,0,224.53,0.719,0,0
2,0.625,1,651.53,0.21,0,1
1,0.836,1,287.28,0.586,0,0
2,0.726,0,14.81,0.276,1,1
1,0.382,0,61.1,0.476,0,0
1,0.83,0,63.72,0.498,0,0
2,0.391,0,225.03,0.469,0,1
2,0.383,1,236.01,0.42,1,1
2,0.278,1,170.66,0.752,0,1
2,0.213,1,314.62,0.187,1,1
2,0.961,0,256.25,0.238,0,1
2,0.328,0,222.1,0.616,0,1
2,0.367,0,223.4,0.736,0,1
1,0.934,0,62.55,0.311,0,0
2,0.624,0,172.77,0.247,0,1
1,0.939,1,412.94,0.479,1,0
2,0.525,0,111.83,0.845,0,1
2,0.781,0,573.78,0.749,0,1
2,0.987,0,261.65,0.393,0,1
2,0.802,0,590.47,0.125,0,0
2,0.647,0,414.27,0.379,0,1
2,0.598,0,168.49,0.313,0,1
2,0.632,0,641.8,0.737,0,1
2,0.751,1,201.22,0.185,0,1
2,0.731,0,306.19,0.783,0,1
2,0.699,0,307.16,0.228,0,1
2,0.831,0,202.35,0.37,1,1
2,0.759,0,591.09,0.496,1,1
2,0.6,0,226.5,0.608,0,1
1,0.606,0,327.47,0.487,0,1
1,0.521,1,144.28,0.959,1,1
2,0.325,1,93.89,0.447,0,1
2,0.89,0,203.41,0.255,0,1
1,0.245,0,73.8,0.623,0,0
1,0.408,0,162.44,0.303,1,0
1,0.659,1,303.66,0.303,1,0
2,0.97,0,148.95,0.603,0,1
2,0.686,0,668.47,0.175,1,1
1,0.551,0,274.91,0.33,1,0
2,0.838,0,108.3,0.068,0,1
2,0.076,0,445.47,0.648,0,0
1,0.319,0,64.42,0.403,0,1
2,0.554,1,193.96,0.549,0,1
2,0.659,0,150.21,0.501,1,1
2,0.463,1,379.2,0.593,0,1
1,0.522,0,58.45,0.723,1,1
2,0.496,1,265.14,0.501,0,1
2,0.257,0,411.66,0.722,0,0
0,0.196,0,573.43,0.447,0,0
1,0.502,1,190.67,0.623,0,1
1,0.971,0,377.22,0.382,0,0
2,0.885,0,211.13,0.158,0,1
1,0.581,0,293.15,0.164,1,0
2,0.579,1,202.13,0.542,0,1
2,0.794,1,342.63,0.202,0,1
2,0.641,1,152.33,0.927,0,1
2,0.663,1,320.31,0.577,1,1
2,0.493,0,765.44,0.44,0,0
2,0.368,1,700.51,0.066,0,0
2,0.955,0,117.0,0.398,0,1
2,0.803,0,585.42,0.708,0,1
2,0.563,1,364.53,0.33,0,1
1,0.346,0,158.74,0.502,0,0
2,0.526,0,377.62,0.521,0,1
2,0.116,1,123.78,0.486,0,1
2,0.463,0,525.81,0.112,0,0
2,0.371,0,91.55,0.495,0,1
2,0.797,0,343.6,0.314,0,1
1,0.174,0,93.83,0.426,0,0
2,0.469,1,820.08,0.437,0,1
1,0.805,0,347.17,0.163,0,0
2,0.701,0,513.21,0.152,0,0
2,0.577,0,172.69,0.615,0,1
1,0.677,0,124.23,0.311,0,0
2,0.622,1,639.65,0.157,1,1
0,0.591,0,540.91,0.681,0,0
2,0.464,0,459.95,0.439,0,0
0,0.473,0,535.52,0.816,0,0
2,0.305,0,538.12,0.671,0,0
2,0.815,0,521.49,0.523,1,1
0,0.751,0,556.29,0.947,0,0
0,0.473,0,648.68,0.423,0,0
1,0.642,0,264.43,0.699,0,0
1,0.323,1,221.2,0.543,0,0
2,0.258,0,337.84,0.192,0,0
2,0.774,0,695.35,0.556,0,0
2,0.67,0,708.21,0.926,0,0
2,0.351,1,212.62,0.625,0,1
2,0.731,0,259.32,0.348,0,1
2,0.23,1,365.6,0.412,0,1
2,0.601,1,674.54,0.54,0,1
2,0.85,0,484.87,0.074,0,0
1,0.279,1,326.03,0.501,0,0
1,0.66,0,366.54,0.149,0,0
1,0.535,1,429.93,0.425,0,0
2,0.62,1,117.47,0.632,0,1
2,0.796,0,26.05,0.666,0,1
0,0.296,0,144.11,0.666,1,0
2,0.804,0,688.45,0.404,0,0
2,0.553,0,193.7,0.847,0,1
2,0.639,0,455.46,0.714,0,1
2,0.473,1,502.51,0.193,0,1
2,0.409,0,181.35,0.453,0,1
2,0.379,1,159.29,0.333,0,1
2,0.222,0,32.32,0.078,0,0
1,0.247,0,170.74,0.476,0,0
2,0.612,1,598.91,0.756,0,1
1,0.627,0,310.38,0.153,0,0
2,0.222,1,143.43,0.25,0,1
2,0.072,0,185.76,0.395,0,0
0,0.802,0,29.84,0.389,0,1
2,0.273,1,871.48,0.084,0,1
1,0.245,1,356.97,0.344,0,0
1,0.532,0,307.56,0.863,0,0
2,0.802,1,465.66,0.206,1,1
2,0.583,0,670.95,0.152,0,0
2,0.582,1,785.82,0.628,1,1
1,0.36,0,429.7,0.101,0,0
2,0.836,0,179.68,0.666,0,1
1,0.789,1,173.6,0.419,0,1
2,0.487,1,877.85,0.251,0,0
1,0.385,0,282.04,0.572,0,0
1,0.723,0,371.62,0.712,0,0
1,0.929,1,122.03,0.677,0,1
2,0.661,1,41.16,0.576,0,1
2,0.558,1,281.12,0.054,0,1
2,0.375,0,628.51,0.217,0,0
1,0.307,0,398.7,0.845,0,0
2,0.34,0,520.41,0.365,0,0
2,0.608,1,485.87,0.535,1,1
1,0.445,0,175.56,0.634,1,0
2,0.673,0,808.47,0.97,0,0
1,0.861,0,151.91,0.72,0,0
1,0.593,0,321.11,0.715,0,0
1,0.649,0,219.11,0.362,0,0
0,0.566,0,165.47,0.847,0,0
1,0.675,0,104.27,0.735,0,0
2,0.222,0,458.01,0.448,0,1
2,0.288,0,597.18,0.696,0,0
2,0.921,1,831.12,0.183,0,0
2,0.403,0,24.69,0.552,0,1
2,0.745,0,666.28,0.776,0,0
2,0.552,1,498.2,0.896,0,1
2,0.72,0,128.04,0.459,0,0
2,0.335,0,136.76,0.323,1,1
0,0.585,0,625.74,0.552,0,0
1,0.551,0,330.73,0.598,0,0
2,0.454,0,531.32,0.684,0,0
2,0.789,1,186.95,0.812,1,1
1,0.361,0,14.19,0.231,0,0
2,0.77,0,174.98,0.022,0,1
1,0.469,0,135.12,0.769,0,1
2,0.724,1,616.1,0.492,0,1
2,0.623,0,484.91,0.549,0,0
2,0.902,0,586.34,0.35,0,0
1,0.566,1,152.21,0.554,0,1
2,0.319,0,841.41,0.518,0,0
1,0.131,1,177.34,0.328,0,0
2,0.481,0,189.2,0.056,0,1
2,0.243,0,273.34,0.385,0,0
2,0.895,1,333.07,0.655,0,1
1,0.449,1,168.06,0.746,0,1
2,0.55,0,283.52,0.637,0,1
1,0.579,0,391.37,0.12,1,0
2,0.852,1,146.3,0.397,0,1
1,0.704,0,35.15,0.23,1,1
2,0.795,1,291.36,0.173,1,1
2,0.655,0,663.18,0.717,0,0
2,0.41,0,616.71,0.429,0,0
2,0.64,0,770.01,0.796,0,0
1,0.313,1,206.19,0.274,0,0
2,0.525,0,78.29,0.148,1,1
1,0.522,1,100.43,0.073,0,1
1,0.447,1,359.54,0.246,0,0
2,0.452,0,511.17,0.507,0,0
1,0.603,1,289.54,0.745,0,0
2,0.293,0,217.42,0.34,0,0
2,0.773,0,101.91,0.473,1,1
1,0.442,0,64.69,0.894,0,1
2,0.568,1,92.71,0.704,0,1
1,0.751,0,157.91,0.123,0,0
2,0.612,1,214.23,0.558,1,1
1,0.339,0,133.18,0.666,0,0
1,0.395,1,190.01,0.725,0,0
1,0.534,0,285.34,0.337,0,0
2,0.361,0,495.17,0.34,0,0
2,0.375,1,384.25,0.828,0,1
1,0.81,0,314.58,0.487,0,0
1,0.768,0,16.11,0.113,0,1
2,0.928,1,259.16,0.248,0,1
1,0.483,0,333.26,0.861,0,0
1,0.715,0,355.18,0.559,0,0
2,0.696,0,78.64,0.725,0,1
2,0.749,0,618.18,0.462,0,0
1,0.271,0,105.0,0.764,0,0
1,0.46,0,263.86,0.422,0,0
2,0.604,0,531.03,0.519,0,0
2,0.74,1,332.62,0.392,0,1
2,0.862,0,435.09,0.376,1,1
2,0.412,0,292.59,0.365,1,1
1,0.563,0,179.28,0.209,0,0
2,0.152,0,511.46,0.593,0,0
2,0.922,0,271.8,0.24,1,1
2,0.614,0,55.17,0.832,0,1
2,0.402,0,468.06,0.323,0,0
2,0.049,1,324.61,0.521,0,1
1,0.48,0,60.71,0.634,0,0
2,0.297,1,424.64,0.785,0,0
1,0.746,0,85.35,0.719,0,0
1,0.227,1,246.65,0.961,1,0
1,0.273,1,371.44,0.306,1,0
2,0.99,1,124.81,0.29,0,1
1,0.546,1,51.85,0.466,0,1
2,0.821,0,51.77,0.19,0,1
2,0.396,0,123.67,0.571,0,0
1,0.13,1,465.33,0.634,0,0
2,0.246,0,155.82,0.549,0,0
1,0.807,1,163.13,0.364,0,1
1,0.309,0,132.29,0.623,0,0
1,0.209,0,182.09,0.383,1,0
0,0.314,0,410.13,0.179,1,0
2,0.477,0,393.74,0.191,1,1
